 Card Number	Card Type	Length [m]	Alive [%]	x Average [m]	x' Average [rad]	y Average [m]	y' Average [rad]	Phase Average [rad]	Momentum Average [GeV/c]	Kinetic Energy Average [GeV]	Rest Energy Average [GeV]	RF Phase [deg]	Power loss [watt]
    38	   5	    0.198399999999984E+01	    0.944745741083392E+02	   -0.681755467317644E-04	    0.849499460216016E-03	    0.161486669214474E-04	    0.110432548074806E-03	    0.178801948204464E+01	    0.638888737043225E-01	    0.182631190517047E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.198399999999984E+01	    0.944745741083392E+02	   -0.681755467317644E-04	    0.849499460216016E-03	    0.161486669214474E-04	    0.110432548074806E-03	    0.178801948204464E+01	    0.638888737043225E-01	    0.182631190517047E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.198449999999984E+01	    0.944745741083392E+02	   -0.677513182079267E-04	    0.847416773356394E-03	    0.162037703092741E-04	    0.109980732066305E-03	    0.178850381788052E+01	    0.638888737043225E-01	    0.182631190517047E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.198499999999984E+01	    0.944745741083392E+02	   -0.673281182907175E-04	    0.845365950684363E-03	    0.162586520904807E-04	    0.109536717732610E-03	    0.178898531073615E+01	    0.638888736815094E-01	    0.182631190499779E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.198499999999984E+01	    0.944745741083392E+02	   -0.673281182907175E-04	    0.845365950684363E-03	    0.162586520904807E-04	    0.109536717732610E-03	    0.178898531073615E+01	    0.638888736815094E-01	    0.182631190499779E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.198549999999984E+01	    0.944745741083392E+02	   -0.669059501268997E-04	    0.843308832299405E-03	    0.163133067573929E-04	    0.109081680828072E-03	    0.178946402364120E+01	    0.638888736815094E-01	    0.182631190499779E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.198599999999984E+01	    0.944745741083392E+02	   -0.664847977739754E-04	    0.841283569719982E-03	    0.163677382669320E-04	    0.108634571286293E-03	    0.178993997942964E+01	    0.638888736587425E-01	    0.182631190483217E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.198599999999984E+01	    0.944745741083392E+02	   -0.664847977739754E-04	    0.841283569719982E-03	    0.163677382669320E-04	    0.108634571286293E-03	    0.178993997942964E+01	    0.638888736587425E-01	    0.182631190483217E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.198649999999984E+01	    0.944745741083392E+02	   -0.660646644372507E-04	    0.839251894508824E-03	    0.164219410611559E-04	    0.108176338617083E-03	    0.179041324072930E+01	    0.638888736587425E-01	    0.182631190483217E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.198699999999984E+01	    0.944745741083392E+02	   -0.656455341787901E-04	    0.837252066194617E-03	    0.164759191576188E-04	    0.107726154641849E-03	    0.179088382975633E+01	    0.638888736361203E-01	    0.182631190467957E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.198699999999984E+01	    0.944745741083392E+02	   -0.656455341787901E-04	    0.837252066194617E-03	    0.164759191576188E-04	    0.107726154641849E-03	    0.179088382975633E+01	    0.638888736361203E-01	    0.182631190467957E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.198749999999984E+01	    0.944745741083392E+02	   -0.652274102614128E-04	    0.835245710392480E-03	    0.165296669503805E-04	    0.107264751521504E-03	    0.179135180874342E+01	    0.638888736361203E-01	    0.182631190467957E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.198799999999984E+01	    0.944745741083392E+02	   -0.648102767511439E-04	    0.833271193776046E-03	    0.165831885190330E-04	    0.106811521237856E-03	    0.179181719929105E+01	    0.638888736136293E-01	    0.182631190453916E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.198799999999984E+01	    0.944745741083392E+02	   -0.648102767511439E-04	    0.833271193776046E-03	    0.165831885190330E-04	    0.106811521237856E-03	    0.179181719929105E+01	    0.638888736136293E-01	    0.182631190453916E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.198849999999984E+01	    0.944745741083392E+02	   -0.643941369681512E-04	    0.831290035146652E-03	    0.166364782083219E-04	    0.106346973160686E-03	    0.179228006324118E+01	    0.638888736136293E-01	    0.182631190453916E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.198899999999984E+01	    0.944745741083392E+02	   -0.639789749831867E-04	    0.829340706459802E-03	    0.166895401593023E-04	    0.105890720909880E-03	    0.179274042158063E+01	    0.638888735912606E-01	    0.182631190441038E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.198899999999984E+01	    0.944745741083392E+02	   -0.639789749831867E-04	    0.829340706459802E-03	    0.166895401593023E-04	    0.105890720909880E-03	    0.179274042158063E+01	    0.638888735912606E-01	    0.182631190441038E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.198949999999984E+01	    0.944745741083392E+02	   -0.635647941722375E-04	    0.827384624287895E-03	    0.167423686680722E-04	    0.105423053549589E-03	    0.179319833576483E+01	    0.638888735912606E-01	    0.182631190441038E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.198999999999984E+01	    0.944745741083392E+02	   -0.631515786041174E-04	    0.825460376147737E-03	    0.167949679486213E-04	    0.104963827953546E-03	    0.179365382612746E+01	    0.638888735708728E-01	    0.182631190439954E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.198999999999984E+01	    0.944745741083392E+02	   -0.631515786041174E-04	    0.825460376147737E-03	    0.167949679486213E-04	    0.104963827953546E-03	    0.179365382612746E+01	    0.638888735708728E-01	    0.182631190439954E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199049999999984E+01	    0.944745741083392E+02	   -0.627393317165412E-04	    0.823529251233647E-03	    0.168473322370162E-04	    0.104493067162886E-03	    0.179410695378318E+01	    0.638888735708728E-01	    0.182631190439954E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199099999999984E+01	    0.944745741083392E+02	   -0.623280375783063E-04	    0.821629960592188E-03	    0.168994658116287E-04	    0.104030876963182E-03	    0.179455773845147E+01	    0.638888735507781E-01	    0.182631190441031E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.199099999999984E+01	    0.944745741083392E+02	   -0.623280375783063E-04	    0.821629960592188E-03	    0.168994658116287E-04	    0.104030876963182E-03	    0.179455773845147E+01	    0.638888735507781E-01	    0.182631190441031E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199149999999984E+01	    0.944745741083392E+02	   -0.619176996861803E-04	    0.819723675240394E-03	    0.169513628571357E-04	    0.103557048770865E-03	    0.179500624087316E+01	    0.638888735507781E-01	    0.182631190441031E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199199999999984E+01	    0.944745741083392E+02	   -0.615083021091637E-04	    0.817849223961358E-03	    0.170030277156081E-04	    0.103091918631391E-03	    0.179545248015118E+01	    0.638888735311642E-01	    0.182631190445335E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.199199999999984E+01	    0.944745741083392E+02	   -0.615083021091637E-04	    0.817849223961358E-03	    0.170030277156081E-04	    0.103091918631391E-03	    0.179545248015118E+01	    0.638888735311642E-01	    0.182631190445335E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199249999999984E+01	    0.944745741083392E+02	   -0.610998484021052E-04	    0.815967661975624E-03	    0.170544545211037E-04	    0.102615049240874E-03	    0.179589651666078E+01	    0.638888735311642E-01	    0.182631190445335E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199299999999984E+01	    0.944745741083392E+02	   -0.606923226343910E-04	    0.814117933498696E-03	    0.171056476813787E-04	    0.102147009336653E-03	    0.179633836889260E+01	    0.638888735119129E-01	    0.182631190452187E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.199299999999984E+01	    0.944745741083392E+02	   -0.606923226343910E-04	    0.814117933498696E-03	    0.171056476813787E-04	    0.102147009336653E-03	    0.179633836889260E+01	    0.638888735119129E-01	    0.182631190452187E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199349999999984E+01	    0.944745741083392E+02	   -0.602857284180238E-04	    0.812260980174853E-03	    0.171566012779717E-04	    0.101667125124633E-03	    0.179677809685780E+01	    0.638888735119129E-01	    0.182631190452187E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199399999999984E+01	    0.944745741083392E+02	   -0.598800498233295E-04	    0.810435858681665E-03	    0.172073197837861E-04	    0.101196200755002E-03	    0.179721571843795E+01	    0.638888734929442E-01	    0.182631190461133E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.199399999999984E+01	    0.944745741083392E+02	   -0.598800498233295E-04	    0.810435858681665E-03	    0.172073197837861E-04	    0.101196200755002E-03	    0.179721571843795E+01	    0.638888734929442E-01	    0.182631190461133E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199449999999984E+01	    0.944745741083392E+02	   -0.594752905181659E-04	    0.808603400800524E-03	    0.172577972284672E-04	    0.100713328270006E-03	    0.179765129328250E+01	    0.638888734929442E-01	    0.182631190461133E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199499999999984E+01	    0.944745741083392E+02	   -0.590714345732225E-04	    0.806802774225512E-03	    0.173080381499687E-04	    0.100239545791846E-03	    0.179808483866433E+01	    0.638888734743025E-01	    0.182631190472437E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.199499999999984E+01	    0.944745741083392E+02	   -0.590714345732225E-04	    0.806802774225512E-03	    0.173080381499687E-04	    0.100239545791846E-03	    0.179808483866433E+01	    0.638888734743025E-01	    0.182631190472437E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199549999999984E+01	    0.944745741083392E+02	   -0.586684857120481E-04	    0.804994700046074E-03	    0.173580365262229E-04	    0.997537117525127E-04	    0.179851641387624E+01	    0.638888734743025E-01	    0.182631190472437E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199599999999984E+01	    0.944745741083392E+02	   -0.582664280058474E-04	    0.803218456343250E-03	    0.174077969589216E-04	    0.992770952573660E-04	    0.179894603558227E+01	    0.638888734560609E-01	    0.182631190486515E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.199599999999984E+01	    0.944745741083392E+02	   -0.582664280058474E-04	    0.803218456343250E-03	    0.174077969589216E-04	    0.992770952573660E-04	    0.179894603558227E+01	    0.638888734560609E-01	    0.182631190486515E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199649999999984E+01	    0.944745741083392E+02	   -0.578652652329740E-04	    0.801434655595827E-03	    0.174573133756817E-04	    0.987883265511110E-04	    0.179937376272415E+01	    0.638888734560609E-01	    0.182631190486515E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199699999999984E+01	    0.944745741083392E+02	   -0.574649814647705E-04	    0.799682685245505E-03	    0.175065904421649E-04	    0.983089033898704E-04	    0.179979961135956E+01	    0.638888734381682E-01	    0.182631190503080E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.199699999999984E+01	    0.944745741083392E+02	   -0.574649814647705E-04	    0.799682685245505E-03	    0.175065904421649E-04	    0.983089033898704E-04	    0.179979961135956E+01	    0.638888734381682E-01	    0.182631190503080E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199749999999984E+01	    0.944745741083392E+02	   -0.570655805340367E-04	    0.797923049124768E-03	    0.175556220355241E-04	    0.978172270716336E-04	    0.180022364008189E+01	    0.638888734381682E-01	    0.182631190503080E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199799999999984E+01	    0.944745741083392E+02	   -0.566670465127497E-04	    0.796195242331744E-03	    0.176044128840346E-04	    0.973350215842652E-04	    0.180064586434147E+01	    0.638888734207409E-01	    0.182631190522786E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.199799999999984E+01	    0.944745741083392E+02	   -0.566670465127497E-04	    0.796195242331744E-03	    0.176044128840346E-04	    0.973350215842652E-04	    0.180064586434147E+01	    0.638888734207409E-01	    0.182631190522786E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199849999999984E+01	    0.944745741083392E+02	   -0.562693832869313E-04	    0.794459663489931E-03	    0.176529568158265E-04	    0.968404648750765E-04	    0.180106634238947E+01	    0.638888734207409E-01	    0.182631190522786E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199899999999984E+01	    0.944745741083392E+02	   -0.558725749293346E-04	    0.792755912618679E-03	    0.177012586216849E-04	    0.963555040771594E-04	    0.180148508906919E+01	    0.638888734038197E-01	    0.182631190545898E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.199899999999984E+01	    0.944745741083392E+02	   -0.558725749293346E-04	    0.792755912618679E-03	    0.177012586216849E-04	    0.963555040771594E-04	    0.180148508906919E+01	    0.638888734038197E-01	    0.182631190545898E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199949999999984E+01	    0.944745741083392E+02	   -0.554766253783355E-04	    0.791044285159185E-03	    0.177493120809008E-04	    0.958580943623800E-04	    0.180190216229420E+01	    0.638888734038197E-01	    0.182631190545898E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.199999999999984E+01	    0.944745741083392E+02	   -0.550815187079756E-04	    0.789364483286948E-03	    0.177971220462317E-04	    0.953704045599484E-04	    0.180231757630447E+01	    0.638888733872840E-01	    0.182631190571691E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.199999999999984E+01	    0.944745741083392E+02	   -0.550815187079756E-04	    0.789364483286948E-03	    0.177971220462317E-04	    0.953704045599484E-04	    0.180231757630447E+01	    0.638888733872840E-01	    0.182631190571691E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200049999999984E+01	    0.944745741083392E+02	   -0.546872589077480E-04	    0.787676702757932E-03	    0.178446822487506E-04	    0.948701693875572E-04	    0.180273138867728E+01	    0.638888733872840E-01	    0.182631190571691E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200099999999984E+01	    0.944745741083392E+02	   -0.542938300517631E-04	    0.786020747872438E-03	    0.178919976039363E-04	    0.943797796276780E-04	    0.180314361305314E+01	    0.638888733710185E-01	    0.182631190599538E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.200099999999984E+01	    0.944745741083392E+02	   -0.542938300517631E-04	    0.786020747872438E-03	    0.178919976039363E-04	    0.943797796276780E-04	    0.180314361305314E+01	    0.638888733710185E-01	    0.182631190599538E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200149999999984E+01	    0.944745741083392E+02	   -0.539012361811320E-04	    0.784356711260284E-03	    0.179390617939746E-04	    0.938767467069707E-04	    0.180355430667399E+01	    0.638888733710185E-01	    0.182631190599538E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200199999999984E+01	    0.944745741083392E+02	   -0.535094613715173E-04	    0.782724497378766E-03	    0.179858798042217E-04	    0.933836990113333E-04	    0.180396348253195E+01	    0.638888733571871E-01	    0.182631190641817E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.200199999999984E+01	    0.944745741083392E+02	   -0.535094613715173E-04	    0.782724497378766E-03	    0.179858798042217E-04	    0.933836990113333E-04	    0.180396348253195E+01	    0.638888733571871E-01	    0.182631190641817E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200249999999984E+01	    0.944745741083392E+02	   -0.531185097134469E-04	    0.781084103102340E-03	    0.180324452609013E-04	    0.928778962125613E-04	    0.180437119758724E+01	    0.638888733571871E-01	    0.182631190641817E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200299999999984E+01	    0.944745741083392E+02	   -0.527283652816617E-04	    0.779475533591111E-03	    0.180787632154021E-04	    0.923822107586538E-04	    0.180477746422726E+01	    0.638888733439491E-01	    0.182631190687971E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.200299999999984E+01	    0.944745741083392E+02	   -0.527283652816617E-04	    0.779475533591111E-03	    0.180787632154021E-04	    0.923822107586538E-04	    0.180477746422726E+01	    0.638888733439491E-01	    0.182631190687971E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200349999999984E+01	    0.944745741083392E+02	   -0.523390322178681E-04	    0.777858681493768E-03	    0.181248272419087E-04	    0.918736661093691E-04	    0.180518233909150E+01	    0.638888733439491E-01	    0.182631190687971E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200399999999984E+01	    0.944745741083392E+02	   -0.519504945953309E-04	    0.776273657301879E-03	    0.181706424566952E-04	    0.913753686308275E-04	    0.180558583396422E+01	    0.638888733312959E-01	    0.182631190737981E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.200399999999984E+01	    0.944745741083392E+02	   -0.519504945953309E-04	    0.776273657301879E-03	    0.181706424566952E-04	    0.913753686308275E-04	    0.180558583396422E+01	    0.638888733312959E-01	    0.182631190737981E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200449999999984E+01	    0.944745741083392E+02	   -0.515627566067792E-04	    0.774680248646405E-03	    0.182162023831339E-04	    0.908641103150678E-04	    0.180598800516714E+01	    0.638888733312959E-01	    0.182631190737981E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200499999999984E+01	    0.944745741083392E+02	   -0.511758023248413E-04	    0.773118669354223E-03	    0.182615122026171E-04	    0.903632294613828E-04	    0.180638886388318E+01	    0.638888733191933E-01	    0.182631190791639E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.200499999999984E+01	    0.944745741083392E+02	   -0.511758023248413E-04	    0.773118669354223E-03	    0.182615122026171E-04	    0.903632294613828E-04	    0.180638886388318E+01	    0.638888733191933E-01	    0.182631190791639E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200549999999984E+01	    0.944745741083392E+02	   -0.507896359917203E-04	    0.771548606816789E-03	    0.183065653875486E-04	    0.898492858179490E-04	    0.180678846611894E+01	    0.638888733191933E-01	    0.182631190791639E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200599999999984E+01	    0.944745741083392E+02	   -0.504042416782454E-04	    0.770010377427690E-03	    0.183513671856548E-04	    0.893458523589560E-04	    0.180718682246070E+01	    0.638888733074645E-01	    0.182631190847960E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.200599999999984E+01	    0.944745741083392E+02	   -0.504042416782454E-04	    0.770010377427690E-03	    0.183513671856548E-04	    0.893458523589560E-04	    0.180718682246070E+01	    0.638888733074645E-01	    0.182631190847960E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200649999999984E+01	    0.944745741083392E+02	   -0.500196236765532E-04	    0.768463565091881E-03	    0.183959110172326E-04	    0.888292518797331E-04	    0.180758398859961E+01	    0.638888733074645E-01	    0.182631190847960E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200699999999984E+01	    0.944745741083392E+02	   -0.496357660548824E-04	    0.766948591270350E-03	    0.184402021964174E-04	    0.883232944575301E-04	    0.180797997452712E+01	    0.638888732960674E-01	    0.182631190906687E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.200699999999984E+01	    0.944745741083392E+02	   -0.496357660548824E-04	    0.766948591270350E-03	    0.184402021964174E-04	    0.883232944575301E-04	    0.180797997452712E+01	    0.638888732960674E-01	    0.182631190906687E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200749999999984E+01	    0.944745741083392E+02	   -0.492526731553926E-04	    0.765424934621355E-03	    0.184842340913997E-04	    0.878040657859181E-04	    0.180837483562150E+01	    0.638888732960674E-01	    0.182631190906687E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200799999999984E+01	    0.944745741083392E+02	   -0.488703290458267E-04	    0.763933117659694E-03	    0.185280120812634E-04	    0.872956101226462E-04	    0.180876858128204E+01	    0.638888732849210E-01	    0.182631190967360E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.200799999999984E+01	    0.944745741083392E+02	   -0.488703290458267E-04	    0.763933117659694E-03	    0.185280120812634E-04	    0.872956101226462E-04	    0.180876858128204E+01	    0.638888732849210E-01	    0.182631190967360E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200849999999984E+01	    0.944745741083392E+02	   -0.484887381155745E-04	    0.762432523578179E-03	    0.185715294836285E-04	    0.867737820521570E-04	    0.180916126657562E+01	    0.638888732849210E-01	    0.182631190967360E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200899999999984E+01	    0.944745741083392E+02	   -0.481078844323177E-04	    0.760963769488082E-03	    0.186147917404879E-04	    0.862628528599343E-04	    0.180955290030875E+01	    0.638888732741021E-01	    0.182631191030422E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.200899999999984E+01	    0.944745741083392E+02	   -0.481078844323177E-04	    0.760963769488082E-03	    0.186147917404879E-04	    0.862628528599343E-04	    0.180955290030875E+01	    0.638888732741021E-01	    0.182631191030422E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200949999999984E+01	    0.944745741083392E+02	   -0.477277724315441E-04	    0.759486146244395E-03	    0.186577921210044E-04	    0.857384543325779E-04	    0.180994353724173E+01	    0.638888732741021E-01	    0.182631191030422E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.200999999999984E+01	    0.944745741083392E+02	   -0.473483861797590E-04	    0.758040365529296E-03	    0.187005361314206E-04	    0.852250832342511E-04	    0.181033318559012E+01	    0.638888732635858E-01	    0.182631191095745E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.200999999999984E+01	    0.944745741083392E+02	   -0.473483861797590E-04	    0.758040365529296E-03	    0.187005361314206E-04	    0.852250832342511E-04	    0.181033318559012E+01	    0.638888732635858E-01	    0.182631191095745E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.201049999999984E+01	    0.944745741083392E+02	   -0.469697301589742E-04	    0.756585622777725E-03	    0.187430169911759E-04	    0.846981433390209E-04	    0.181072189980995E+01	    0.638888732635858E-01	    0.182631191095745E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.201099999999984E+01	    0.944745741083392E+02	   -0.465917884330638E-04	    0.755162727992676E-03	    0.187852402729485E-04	    0.841823637934579E-04	    0.181110968752900E+01	    0.638888732532619E-01	    0.182631191162670E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.201099999999984E+01	    0.944745741083392E+02	   -0.465917884330638E-04	    0.755162727992676E-03	    0.187852402729485E-04	    0.841823637934579E-04	    0.181110968752900E+01	    0.638888732532619E-01	    0.182631191162670E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.201149999999984E+01	    0.944745741083392E+02	   -0.462145655313269E-04	    0.753730776766193E-03	    0.188271991443403E-04	    0.836529117642212E-04	    0.181149660289992E+01	    0.638888732532619E-01	    0.182631191162670E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.201199999999984E+01	    0.944745741083392E+02	   -0.458380455141327E-04	    0.752330680691859E-03	    0.188688992450584E-04	    0.831347541891851E-04	    0.181188265296574E+01	    0.638888732430290E-01	    0.182631191230653E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.201199999999984E+01	    0.944745741083392E+02	   -0.458380455141327E-04	    0.752330680691859E-03	    0.188688992450584E-04	    0.831347541891851E-04	    0.181188265296574E+01	    0.638888732430290E-01	    0.182631191230653E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.201249999999984E+01	    0.944745741083392E+02	   -0.454622329582524E-04	    0.750921433396642E-03	    0.189103336903468E-04	    0.826028194030598E-04	    0.181226789157662E+01	    0.638888732430290E-01	    0.182631191230653E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.201299999999984E+01	    0.944745741083392E+02	   -0.450871119203713E-04	    0.749544048798104E-03	    0.189515081868628E-04	    0.820823130207550E-04	    0.181265232518778E+01	    0.638888732330583E-01	    0.182631191300653E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    37	   9	    0.201299999999984E+01	    0.944745741083392E+02	   -0.450871119203713E-04	    0.749544048798104E-03	    0.189515081868628E-04	    0.820823130207550E-04	    0.181265232518778E+01	    0.638888732330583E-01	    0.182631191300653E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.201349999999984E+01	    0.944745741083392E+02	   -0.447126870242291E-04	    0.748157419208233E-03	    0.189924157976424E-04	    0.815479249962478E-04	    0.181303600735402E+01	    0.638888732330583E-01	    0.182631191300653E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
    38	   5	    0.201399999999984E+01	    0.944745741083392E+02	   -0.443389423328839E-04	    0.746802639745306E-03	    0.190330622843220E-04	    0.810250753840490E-04	    0.181341894392422E+01	    0.638888732239564E-01	    0.182631191376160E-03	    0.111748622150713E+02	    0.000000000000000E+00	    0.000000000000000E+00
